contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
MU260626C01350000,2026-06-05T19:51:49.000Z,1350.0,8.5,7.8,9.2,-14.780001,-63.487972,102.0,693,1.2443885437,False,REGULAR,USD
MU260626C01360000,2026-06-05T19:59:35.000Z,1360.0,8.0,6.55,9.1,-15.42,-65.84116,14.0,757,1.2369422919,False,REGULAR,USD
MU260626C01370000,2026-06-05T19:52:11.000Z,1370.0,8.73,6.8,8.95,-11.720001,-57.310516,6.0,100,1.2533606668,False,REGULAR,USD
MU260626C01380000,2026-06-05T19:35:05.000Z,1380.0,8.25,6.7,8.95,-11.799999,-58.852863,3.0,144,1.2662390204,False,REGULAR,USD
MU260626C01390000,2026-06-05T18:55:12.000Z,1390.0,8.15,5.9,8.6,-13.15,-61.73709,12.0,120,1.260257605,False,REGULAR,USD
MU260626C01400000,2026-06-05T19:59:11.000Z,1400.0,7.09,6.3,7.65,-10.01,-58.538013,258.0,637,1.2642859052,False,REGULAR,USD
MU260626C01410000,2026-06-05T17:23:19.000Z,1410.0,8.7,6.0,7.55,-9.349999,-51.800556,11.0,69,1.2706335297,False,REGULAR,USD
MU260626C01420000,2026-06-05T19:40:32.000Z,1420.0,6.83,5.6,7.75,-11.0,-61.693775,9.0,103,1.2805211755,False,REGULAR,USD
MU260626C01430000,2026-06-05T19:24:21.000Z,1430.0,6.5,4.85,7.25,-12.59,-65.95076,13.0,42,1.2691686932,False,REGULAR,USD
MU260626C01440000,2026-06-05T17:34:46.000Z,1440.0,7.85,5.3,7.0,-9.299999,-54.2274,29.0,112,1.2866246606,False,REGULAR,USD
MU260626C01450000,2026-06-05T19:52:11.000Z,1450.0,6.8,5.2,6.5,-8.76,-56.298203,29.0,221,1.2872350092,False,REGULAR,USD
MU260626C01460000,2026-06-05T19:51:34.000Z,1460.0,6.1,4.9,5.8,-9.4,-60.645157,25.0,37,1.2784459906,False,REGULAR,USD
MU260626C01470000,2026-06-05T14:07:02.000Z,1470.0,7.9,4.75,6.5,-6.4100003,-44.79385,10.0,24,1.3033482098,False,REGULAR,USD
MU260626C01480000,2026-06-05T14:10:14.000Z,1480.0,5.2,4.55,5.6,-9.35,-64.26117,6.0,153,1.2911412396,False,REGULAR,USD
MU260626C01490000,2026-06-05T19:49:31.000Z,1490.0,4.63,3.8,5.1,-9.67,-67.622375,12.0,56,1.272952854,False,REGULAR,USD
MU260626C01500000,2026-06-05T19:58:35.000Z,1500.0,4.5,4.2,5.1,-6.75,-60.000004,455.0,1201,1.2951695398,False,REGULAR,USD
MU260626C01510000,2026-06-05T18:47:01.000Z,1510.0,5.0,4.0,5.6,-8.0,-61.538464,3.0,73,1.3147006921,False,REGULAR,USD
MU260626C01520000,2026-06-05T18:52:23.000Z,1520.0,4.83,3.8,5.15,-6.9800005,-59.10246,3.0,144,1.3103061829,False,REGULAR,USD
MU260626C01530000,2026-06-05T18:34:29.000Z,1530.0,5.0,2.88,5.35,-5.0,-50.0,8.0,44,1.3029820007,False,REGULAR,USD
MU260626C01540000,2026-06-05T18:52:23.000Z,1540.0,4.48,3.55,4.95,-6.6200004,-59.639637,11.0,43,1.3219028046,False,REGULAR,USD
MU260626C01550000,2026-06-05T16:54:00.000Z,1550.0,5.26,3.35,4.65,-4.2199993,-44.514763,23.0,290,1.3197055499,False,REGULAR,USD
MU260626C01560000,2026-06-05T17:51:57.000Z,1560.0,4.59,2.43,4.65,-6.6099997,-59.017857,6.0,40,1.3042026978,False,REGULAR,USD
MU260626C01570000,2026-06-05T17:08:08.000Z,1570.0,4.7,3.05,4.35,-4.9700003,-51.396072,2.0,42,1.3249545471,False,REGULAR,USD
MU260626C01580000,2026-06-05T17:54:14.000Z,1580.0,3.8,2.42,4.6,-5.3499994,-58.46994,14.0,42,1.3244662683,False,REGULAR,USD
MU260626C01590000,2026-06-05T18:16:27.000Z,1590.0,3.9,2.94,3.9,-4.0499997,-50.943394,3.0,48,1.3298373352,False,REGULAR,USD
MU260626C01600000,2026-06-05T19:54:11.000Z,1600.0,3.25,2.84,3.5,-5.0,-60.606064,336.0,464,1.3244662683,False,REGULAR,USD
MU260626C01610000,2026-06-04T14:04:59.000Z,1610.0,4.12,2.69,3.65,-2.83,-40.719425,1.0,43,1.3350863324,False,REGULAR,USD
MU260626C01620000,2026-06-05T17:51:56.000Z,1620.0,4.0,2.4,3.35,-4.25,-51.515152,6.0,155,1.3251986865,False,REGULAR,USD
MU260626C01630000,2026-06-05T18:38:15.000Z,1630.0,3.4,2.49,3.6,-4.2999997,-55.84415,35.0,456,1.347537442,False,REGULAR,USD
MU260626C01640000,2026-06-05T14:42:09.000Z,1640.0,4.1,2.37,3.25,-3.3000002,-44.594597,3.0,42,1.3410677478,False,REGULAR,USD
MU260626C01650000,2026-06-05T19:31:32.000Z,1650.0,2.9,2.24,3.15,-4.23,-59.326786,33.0,111,1.3427767236,False,REGULAR,USD
MU260626C01660000,2026-06-05T19:47:10.000Z,1660.0,2.5,2.0,3.45,-7.95,-76.07655,35.0,17,1.3549836938,False,REGULAR,USD
MU260626C01670000,2026-06-05T19:50:53.000Z,1670.0,2.61,2.01,3.15,-2.7900002,-51.66667,5.0,49,1.3537629968,False,REGULAR,USD
MU260626C01680000,2026-06-05T17:24:37.000Z,1680.0,3.2,2.05,3.1,-3.1000001,-49.20635,5.0,31,1.3632844336,False,REGULAR,USD
MU260626C01690000,2026-06-05T19:58:40.000Z,1690.0,2.32,2.0,2.75,-3.4800003,-60.000004,5.0,17,1.3568147394,False,REGULAR,USD
MU260626C01700000,2026-06-05T19:05:29.000Z,1700.0,2.13,1.64,2.99,-3.52,-62.300884,38.0,78,1.3613313184,False,REGULAR,USD
MU260626C01720000,2026-06-05T15:42:18.000Z,1720.0,2.8,1.55,2.83,-5.2,-65.0,6.0,6,1.3693879187,False,REGULAR,USD
MU260626C01730000,2026-06-02T13:33:34.000Z,1730.0,7.95,1.51,2.44,0.0,0.0,1.0,8,1.3587678546,False,REGULAR,USD
MU260626C01740000,2026-06-04T15:54:19.000Z,1740.0,2.0,0.95,2.43,-3.85,-65.811966,1.0,5,1.3391146326,False,REGULAR,USD
MU260626C01750000,2026-06-05T19:18:41.000Z,1750.0,2.09,1.5,2.27,-3.14,-60.038246,13.0,54,1.3681672217,False,REGULAR,USD
MU260626C01760000,2026-06-04T18:57:46.000Z,1760.0,5.0,0.76,2.91,0.0,0.0,6.0,10,1.3720734521,False,REGULAR,USD
MU260626C01770000,2026-06-04T19:20:30.000Z,1770.0,4.85,1.09,2.68,0.0,0.0,6.0,19,1.3862335376,False,REGULAR,USD
MU260626C01790000,2026-06-05T18:54:13.000Z,1790.0,1.95,1.18,2.45,-2.04,-51.127823,5.0,13,1.396731532,False,REGULAR,USD
MU260626C01800000,2026-06-05T19:59:06.000Z,1800.0,1.66,1.25,2.06,-2.75,-62.358276,148.0,78,1.3881866528,False,REGULAR,USD
MU260626C01810000,2026-06-04T17:47:21.000Z,1810.0,1.95,1.17,2.01,-2.45,-55.68182,2.0,10,1.3894073499,False,REGULAR,USD
MU260626C01820000,2026-06-04T14:57:50.000Z,1820.0,3.85,0.68,2.34,0.0,0.0,14.0,30,1.3884307922,False,REGULAR,USD
MU260626C01830000,2026-06-05T14:24:13.000Z,1830.0,2.29,0.98,2.0,-2.06,-47.356323,4.0,113,1.3945342773,False,REGULAR,USD
MU260626C01840000,2026-06-04T14:54:58.000Z,1840.0,1.5,0.58,1.94,-2.05,-57.746475,5.0,5,1.3730500098,False,REGULAR,USD
MU260626C01850000,2026-06-04T18:39:08.000Z,1850.0,3.85,0.55,2.37,0.0,0.0,4.0,16,1.4074736658,False,REGULAR,USD
MU260626C01860000,2026-06-05T15:47:26.000Z,1860.0,1.84,0.96,1.97,-2.06,-52.82051,3.0,5,1.4162626843,False,REGULAR,USD
MU260626C01870000,2026-06-02T14:14:04.000Z,1870.0,5.35,0.77,2.34,0.0,0.0,1.0,9,1.4353055579,False,REGULAR,USD
MU260626C01880000,2026-06-03T15:19:20.000Z,1880.0,5.2,0.69,2.3,0.0,0.0,2.0,3,1.4362821155,False,REGULAR,USD
MU260626C01890000,2026-06-04T14:14:22.000Z,1890.0,3.65,0.49,1.73,0.0,0.0,2.0,27,1.3916046045,False,REGULAR,USD
MU260626C01900000,2026-06-05T18:43:42.000Z,1900.0,1.39,1.0,1.45,-2.1100001,-60.285717,92.0,122,1.4162626843,False,REGULAR,USD
MU260626C01910000,2026-06-05T19:01:16.000Z,1910.0,1.22,0.5,1.43,-1.3299999,-52.15686,2.0,84,1.3837921436,False,REGULAR,USD
